Indicator,Measure,Year,Geography,Rate,95% Confidence Interval,Cases,Population,Significant Compared to Ontario,Suppression Flag
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,Central LHIN,8.1,(4.0-12.2),15.0,185024.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,Central LHIN,12.6,(7.6-17.7),24.0,190374.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2010,Central East LHIN,12.9,(7.2-18.5),20.0,155417.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2011,Central East LHIN,18.7,(12.0-25.4),30.0,160316.0,Higher,
Incidence of cervical cancer,Age-specific rate (50 to 64),2012,Central East LHIN,7.3,(3.2-11.5),12.0,163588.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,Central East LHIN,11.9,(6.7-17.2),20.0,167403.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,Central East LHIN,11.7,(6.6-16.8),20.0,171222.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2010,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2011,South East LHIN,12.1,(3.1-21.1),7.0,57796.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2012,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,South East LHIN,11.8,(3.1-20.6),7.0,59129.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,South East LHIN,20.0,(8.7-31.4),12.0,59904.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2010,Champlain LHIN,6.2,(1.9-10.5),8.0,128451.0,Lower,
Incidence of cervical cancer,Age-specific rate (50 to 64),2011,Champlain LHIN,9.1,(3.9-14.2),12.0,132542.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2012,Champlain LHIN,13.3,(7.2-19.5),18.0,135097.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,Champlain LHIN,8.0,(3.3-12.7),11.0,137777.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,Champlain LHIN,7.8,(3.2-12.5),11.0,140380.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2010,North Simcoe Muskoka LHIN,12.5,(2.5-22.5),6.0,47902.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2011,North Simcoe Muskoka LHIN,12.1,(2.4-21.7),6.0,49697.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2012,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,North Simcoe Muskoka LHIN,17.1,(5.9-28.3),9.0,52534.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,North Simcoe Muskoka LHIN,14.7,(4.5-24.9),8.0,54288.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2010,North East LHIN,15.2,(5.8-24.6),10.0,65730.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2011,North East LHIN,13.5,(4.7-22.3),9.0,66832.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2012,North East LHIN,10.4,(2.7-18.1),7.0,67488.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,North East LHIN,13.2,(4.6-21.8),9.0,68351.0,No,
Incidence of cervical cancer,Age-specific rate (50 to 64),2010,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2011,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2012,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2013,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (50 to 64),2014,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Erie St. Clair LHIN,18.4,(4.8-32.1),7.0,37956.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,South West LHIN,10.5,(2.1-18.9),6.0,57027.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,South West LHIN,13.7,(4.2-23.2),8.0,58360.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,South West LHIN,11.5,(3.0-20.0),7.0,60900.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Waterloo Wellington LHIN,17.5,(4.5-30.5),7.0,39891.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Hamilton Niagara Haldimand Brant LHIN,10.5,(3.7-17.4),9.0,85452.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Hamilton Niagara Haldimand Brant LHIN,6.9,(1.4-12.4),6.0,87189.0,Lower,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Hamilton Niagara Haldimand Brant LHIN,7.7,(2.0-13.4),7.0,90793.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Hamilton Niagara Haldimand Brant LHIN,7.4,(1.9-12.9),7.0,94316.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Hamilton Niagara Haldimand Brant LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Central West LHIN,18.4,(4.8-32.1),7.0,37988.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Central West LHIN,14.0,(2.8-25.3),6.0,42733.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Mississauga Halton LHIN,22.0,(9.0-35.0),11.0,49945.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Mississauga Halton LHIN,15.4,(4.7-26.1),8.0,51985.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Mississauga Halton LHIN,10.8,(2.2-19.5),6.0,55340.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Mississauga Halton LHIN,10.2,(2.0-18.3),6.0,59109.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Mississauga Halton LHIN,11.2,(2.9-19.5),7.0,62352.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Toronto Central LHIN,19.0,(8.3-29.8),12.0,63065.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Toronto Central LHIN,20.2,(9.2-31.3),13.0,64211.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Toronto Central LHIN,19.7,(9.0-30.4),13.0,66092.0,Higher,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Toronto Central LHIN,10.2,(2.7-17.8),7.0,68412.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Toronto Central LHIN,8.5,(1.7-15.3),6.0,70598.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Central LHIN,12.1,(4.6-19.6),10.0,82588.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Central LHIN,16.3,(7.8-24.9),14.0,85647.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Central LHIN,7.7,(2.0-13.5),7.0,90529.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Central LHIN,7.3,(1.9-12.7),7.0,96012.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Central LHIN,8.9,(3.1-14.7),9.0,101246.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Central East LHIN,16.7,(8.0-25.5),14.0,83642.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Central East LHIN,12.8,(5.2-20.4),11.0,85940.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Central East LHIN,10.0,(3.5-16.6),9.0,89808.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Central East LHIN,12.8,(5.6-20.1),12.0,93598.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Central East LHIN,14.4,(6.9-22.0),14.0,97053.0,Higher,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,South East LHIN,0.0,(0.0-0.0),0.0,39341.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,Champlain LHIN,9.1,(1.8-16.4),6.0,65806.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,Champlain LHIN,16.2,(6.6-25.7),11.0,67990.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,Champlain LHIN,9.8,(2.5-17.0),7.0,71587.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,Champlain LHIN,13.3,(5.1-21.6),10.0,75161.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,Champlain LHIN,11.4,(4.0-18.9),9.0,78717.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,North Simcoe Muskoka LHIN,0.0,(0.0-0.0),0.0,32455.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,North Simcoe Muskoka LHIN,0.0,(0.0-0.0),0.0,33805.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2010,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2011,North West LHIN,0.0,(0.0-0.0),0.0,13388.0,No,
Incidence of cervical cancer,Age-specific rate (65 to 79),2012,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2013,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (65 to 79),2014,North West LHIN,0.0,(0.0-0.0),0.0,14810.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2010,Erie St. Clair LHIN,0.0,(0.0-0.0),0.0,17823.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2011,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Erie St. Clair LHIN,0.0,(0.0-0.0),0.0,18937.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2014,Erie St. Clair LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,South West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Waterloo Wellington LHIN,0.0,(0.0-0.0),0.0,17177.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2014,Waterloo Wellington LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Hamilton Niagara Haldimand Brant LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Hamilton Niagara Haldimand Brant LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Hamilton Niagara Haldimand Brant LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Hamilton Niagara Haldimand Brant LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,Hamilton Niagara Haldimand Brant LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Central West LHIN,0.0,(0.0-0.0),0.0,13702.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2014,Central West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Mississauga Halton LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Mississauga Halton LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Mississauga Halton LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Mississauga Halton LHIN,27.0,(5.4-48.7),6.0,22191.0,Higher,
Incidence of cervical cancer,Age-specific rate (80+),2014,Mississauga Halton LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Toronto Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Toronto Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Toronto Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Toronto Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,Toronto Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,Central LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,Central East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Central East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Central East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Central East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,Central East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,South East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,South East LHIN,0.0,(0.0-0.0),0.0,15815.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2010,Champlain LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,Champlain LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,Champlain LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,Champlain LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,Champlain LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,North Simcoe Muskoka LHIN,0.0,(0.0-0.0),0.0,11760.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2011,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,North Simcoe Muskoka LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2011,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2012,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2014,North East LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2010,North West LHIN,0.0,(0.0-0.0),0.0,6185.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2011,North West LHIN,0.0,(0.0-0.0),0.0,6203.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2012,North West LHIN,,,,,,§
Incidence of cervical cancer,Age-specific rate (80+),2013,North West LHIN,0.0,(0.0-0.0),0.0,6296.0,No,
Incidence of cervical cancer,Age-specific rate (80+),2014,North West LHIN,,,,,,§
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Erie St. Clair LHIN,64.3,(58.3-70.4),437.0,639160.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Erie St. Clair LHIN,60.8,(55.0-66.6),420.0,637703.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Erie St. Clair LHIN,69.6,(63.4-75.8),490.0,638685.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Erie St. Clair LHIN,63.8,(58.0-69.7),464.0,638631.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Erie St. Clair LHIN,65.1,(59.2-71.0),476.0,639130.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,South West LHIN,73.5,(68.2-78.8),748.0,947099.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,South West LHIN,69.4,(64.3-74.5),726.0,950972.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,South West LHIN,66.8,(61.8-71.7),707.0,956860.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,South West LHIN,65.4,(60.6-70.2),715.0,962183.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,South West LHIN,62.5,(57.9-67.2),700.0,967248.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Waterloo Wellington LHIN,70.3,(63.8-76.7),459.0,738948.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Waterloo Wellington LHIN,71.8,(65.4-78.2),484.0,746519.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Waterloo Wellington LHIN,64.2,(58.3-70.2),445.0,754812.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Waterloo Wellington LHIN,60.1,(54.5-65.8),430.0,760843.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Waterloo Wellington LHIN,66.8,(60.9-72.7),490.0,766913.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Hamilton Niagara Haldimand Brant LHIN,67.1,(63.0-71.3),1023.0,1390279.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Hamilton Niagara Haldimand Brant LHIN,68.2,(64.1-72.3),1055.0,1397535.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Hamilton Niagara Haldimand Brant LHIN,63.7,(59.8-67.7),1008.0,1409718.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Hamilton Niagara Haldimand Brant LHIN,62.5,(58.6-66.3),1019.0,1422037.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Hamilton Niagara Haldimand Brant LHIN,60.2,(56.5-64.0),1007.0,1433827.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Central West LHIN,53.1,(47.3-58.8),339.0,850618.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Central West LHIN,55.1,(49.4-60.9),360.0,868350.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Central West LHIN,48.3,(43.0-53.5),333.0,879932.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Central West LHIN,51.4,(46.1-56.7),370.0,892863.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Central West LHIN,51.2,(46.1-56.3),389.0,905660.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Mississauga Halton LHIN,59.9,(54.9-64.9),554.0,1129363.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Mississauga Halton LHIN,59.9,(55.0-64.9),572.0,1145990.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Mississauga Halton LHIN,57.1,(52.4-61.7),575.0,1169320.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Mississauga Halton LHIN,60.4,(55.7-65.2),630.0,1193854.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Mississauga Halton LHIN,50.7,(46.4-54.9),554.0,1215789.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Toronto Central LHIN,51.3,(47.1-55.5),575.0,1173578.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Toronto Central LHIN,51.4,(47.3-55.6),597.0,1189379.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Toronto Central LHIN,47.0,(43.1-50.9),562.0,1210293.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Toronto Central LHIN,50.7,(46.7-54.7),624.0,1230586.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Toronto Central LHIN,50.0,(46.0-53.9),625.0,1246471.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Central LHIN,56.2,(52.4-60.0),853.0,1729410.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Central LHIN,54.3,(50.7-58.0),859.0,1758878.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Central LHIN,54.2,(50.6-57.7),891.0,1789197.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Central LHIN,52.5,(49.0-55.9),902.0,1817030.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Central LHIN,51.6,(48.2-54.9),920.0,1843465.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Central East LHIN,58.9,(55.0-62.8),891.0,1532932.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Central East LHIN,57.9,(54.1-61.7),900.0,1544971.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Central East LHIN,58.1,(54.4-61.9),929.0,1561166.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Central East LHIN,58.3,(54.6-61.9),959.0,1576308.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Central East LHIN,59.6,(55.9-63.2),1003.0,1589278.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,South East LHIN,66.8,(60.1-73.4),390.0,489494.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,South East LHIN,66.3,(59.7-72.8),397.0,490923.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,South East LHIN,71.4,(64.7-78.2),437.0,492401.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,South East LHIN,60.3,(54.2-66.4),380.0,493332.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,South East LHIN,75.0,(68.2-81.8),477.0,494139.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,Champlain LHIN,62.6,(58.2-67.1),756.0,1254958.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,Champlain LHIN,67.6,(63.1-72.2),840.0,1270295.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,Champlain LHIN,65.8,(61.3-70.2),842.0,1283739.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,Champlain LHIN,61.1,(56.9-65.3),806.0,1295742.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,Champlain LHIN,65.3,(61.0-69.6),885.0,1306935.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,North Simcoe Muskoka LHIN,70.4,(63.0-77.9),342.0,450835.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,North Simcoe Muskoka LHIN,69.9,(62.6-77.3),352.0,454438.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,North Simcoe Muskoka LHIN,64.3,(57.4-71.2),337.0,460938.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,North Simcoe Muskoka LHIN,61.2,(54.6-67.8),330.0,467235.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,North Simcoe Muskoka LHIN,59.9,(53.5-66.4),334.0,473477.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,North East LHIN,67.6,(61.3-73.9),444.0,571274.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,North East LHIN,62.9,(56.8-68.9),421.0,570537.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,North East LHIN,68.1,(61.9-74.3),464.0,569666.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,North East LHIN,69.5,(63.2-75.7),480.0,568725.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,North East LHIN,56.6,(51.0-62.2),397.0,566421.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2010,North West LHIN,65.6,(55.5-75.7),162.0,237117.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2011,North West LHIN,70.7,(60.3-81.1),177.0,237071.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2012,North West LHIN,66.4,(56.4-76.4),170.0,236978.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2013,North West LHIN,60.4,(50.9-69.9),156.0,236864.0,No,
Incidence of colorectal cancer,Age-standardized rate (both sexes),2014,North West LHIN,55.5,(46.5-64.5),147.0,236436.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Erie St. Clair LHIN,84.7,(74.2-95.3),256.0,315488.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Erie St. Clair LHIN,75.6,(65.9-85.4),235.0,314748.0,No,
